"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","league","gender","throws","bats","secondaryPosition","jerseyNumber","rating","trait1","chemistry1","trait2","chemistry2","careerStart","careerEnd","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","playerChemistry","salary"
388,"Crocodons","Runda","Thurd",5,,78,53,95,61,61,,,,31,27,6,"superMega",1,1,1,6,"6",8.816841,"Base Rounder","Disciplined","","","","","","","","","","","","",4,3,"Disciplined","9100000.00"
389,"Sand Cats","Kara","Kawaguchi",5,,44,42,90,60,90,,,,29,30,7,"superMega",1,1,1,"","15",1.088158,"Wild Thrower","Crafty","","","","","","","","","","","","",4,3,"Disciplined","5000000.00"
390,"Sand Cats","Tigg","Tantrum",7,,41,32,85,37,65,,,,28,17,6,"superMega","",1,1,11,"13",73.53674,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"","4400000.00"
391,"Sand Cats","Super","Sampson",8,,24,57,98,97,97,,,,29,33,25,"superMega","",1,1,11,"9",13.81684,"Consistent","Disciplined","","","","","","","","","","","","",4,3,"","7100000.00"
392,"Sand Cats","Beebee","Takabasei",1,1,6,16,21,57,,55,62,9,31,6,7,"superMega",1,1,"","","17",5.003294,"BB Prone","Disciplined","","","","",1,"",1,1,"",1,1,"",2,3,"","3600000.00"
393,"Sand Cats","Trey","Mondo",1,1,1,33,79,92,,23,45,28,19,,,"superMega","",1,1,"","47",18.88342,,,"","","","",1,"","",1,"",1,1,1,"",3,"Crafty","2500000.00"
394,"Moose","Felix","Farmhand",1,2,30,7,29,40,,26,28,59,19,,,"superMega","",1,"","","22",14.67699,,,"","","","",1,"","",1,"","",1,"","",3,"Spirited","2500000.00"
395,"Crocodons","Bae","Paul",1,1,7,28,33,75,,9,75,52,27,22,15,"superMega",1,1,"","","35",81.47693,"Elite 2F","Scholarly","","","","",1,1,"",1,"",1,1,"",1,2,"","4900000.00"
396,"Sand Cats","Gasser","Morris",1,3,2,6,12,58,,95,56,79,31,5,12,"superMega","","","","","56",75.22245,"Specialist","Crafty","","","","",1,"","",1,"","",1,1,3,1,"","12800000.00"
397,"Nemesis","Binky","Stevens",1,3,3,2,18,13,,65,34,81,37,19,7,"superMega","",1,1,"","19",69.67699,"Falls Behind","Scholarly","","","","",1,1,"","",1,"","","",1,2,"Spirited","5100000.00"
398,"Sand Cats","Ice","Vainer",1,4,3,13,57,40,,87,93,46,31,6,6,"superMega","",1,"","","25",3.342641,"Composed","Disciplined","","","","",1,"","","","","",1,"",4,2,"Disciplined","9100000.00"
399,"Buzzards","Bradley","Bowler",1,2,14,1,17,71,,62,68,53,29,,,"superMega","",1,1,"","62",18.33006,,,"","","","",1,1,"",1,"","",1,"",1,1,"","7100000.00"
400,"Moose","Hose","Tremendo",9,,61,53,64,85,98,,,,29,36,6,"superMega","","","",11,"3",75.73634,"Cannon Arm","Competitive","","","","","","","","","","","","",4,3,"Spirited","8400000.00"
401,"Platypi","Sky","Rodriguez",5,,94,38,43,8,58,,,,27,1,1,"superMega",1,1,1,"","15",15.088159999999998,"CON vs LHP","Spirited","","","","","","","","","","","","",4,3,"Spirited","5300000.00"
402,"Moonstars","Boo","Louis",2,,47,68,46,86,81,,,,31,13,6,"superMega","",1,1,7,"57",6.761809,"Rally Starter","Spirited","","","","","","","","","","","","",4,3,"Disciplined","7700000.00"
403,"Overdogs","Sakda","Song",3,,80,93,90,93,57,,,,25,0,0,"superMega","",1,1,9,"6",9.171457,"POW vs RHP","Spirited","Off-speed Hitter","Disciplined","","","","","","","","","","",4,3,"Disciplined","18000000.00"
404,"Moonstars","Nance","Tools",6,,86,75,69,87,48,,,,29,8,6,"superMega",1,1,1,11,"12",11.99742,"Stealer","Crafty","Utility","Scholarly","","","","","","","","","","",4,3,"Disciplined","12200000.00"
405,"Heaters","Volt","Bolter",8,,24,45,96,63,79,,,,38,,,"superMega","",1,2,12,"13",14.54022,,,"","","","","","","","","","","","",4,3,"Scholarly","6200000.00"
406,"Buzzards","Thurman","Colt",8,,70,45,83,31,49,,,,32,17,6,"superMega","",1,2,"","8",7.985043,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Disciplined","8700000.00"
407,"Heaters","Slapper","Glute",7,,54,90,68,41,85,,,,31,12,11,"superMega","",1,2,2,"44",6.997417,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Spirited","10800000.00"
408,"Heaters","Hank","Hart",2,,36,84,54,74,88,,,,37,14,7,"superMega","",1,"","","22",20.68162,"First Pitch Prayer","Competitive","","","","","","","","","","","","",4,3,"Spirited","7900000.00"
409,"Heaters","Dion","Bass",4,,33,73,82,71,75,,,,31,2,7,"superMega","",1,1,6,"20",13.44419,"RBI Zero","Spirited","Base Rounder","Disciplined","","","","","","","","","","",4,3,"Crafty","6800000.00"
410,"Heaters","Carlton","Starr",6,,42,84,71,85,73,,,,22,14,6,"superMega","",1,"",4,"14",78.67699,"First Pitch Slayer","Competitive","","","","","","","","","","","","",4,3,"","10900000.00"
411,"Heaters","Raise","Ruffo",8,,49,89,78,84,79,,,,29,3,2,"superMega","","","",11,"2",16.05115,"High Pitch","Disciplined","Rally Starter","Spirited","","","","","","","","","","",4,3,"","13700000.00"
412,"Herbisaurs","Whopper","Batsman",4,,81,15,50,49,37,,,,23,4,6,"superMega","",1,1,"","12",16.30332,"Tough Out","Competitive","","","","","","","","","","","","",4,3,"Disciplined","3800000.00"
413,"Moonstars","Vern","Turnburner",1,1,44,4,38,66,,94,60,44,22,22,19,"superMega","","","","","33",78.54022,"Elite CH","Scholarly","","","","",1,1,1,1,"","",1,"",2,1,"Disciplined","10600000.00"
414,"Sawteeth","Fabio","Fabulo",1,1,13,21,10,12,,59,38,82,31,22,21,"superMega","","",1,"","28",70.25333,"Elite FK","Scholarly","","","","",1,1,"",1,1,"",1,"","",2,"Spirited","7900000.00"
415,"Heaters","Boris","Biggsworth",1,2,7,5,0,77,,52,35,34,26,33,25,"superMega","",1,1,"","46",24.99349,"Consistent","Disciplined","","","","",1,"","",1,"","",1,"",3,"","Crafty","2800000.00"
416,"Heaters","Air","Lovestone",1,1,5,11,34,44,,39,42,72,36,22,21,"superMega",1,1,1,"","26",23.67968,"Elite FK","Scholarly","Workhorse","Competitive","","",1,1,"","",1,1,1,"",2,2,"Spirited","6700000.00"
417,"Wild Pigs","Hander","O'Speciallo",1,3,2,5,10,75,,23,70,51,30,5,12,"superMega","","","","","35",8.704788,"Specialist","Crafty","Surrounded","Spirited","","",1,"","","","",1,1,"",1,2,"Crafty","4400000.00"
418,"Heaters","Derr","Neverwocker",1,3,5,15,54,71,,90,87,73,21,6,6,"superMega","",1,1,"","52",86.76181,"Composed","Disciplined","","","","",1,1,"","","",1,1,"",1,3,"Crafty","14600000.00"
419,"Grapplers","Meggy","Meggles",1,3,6,1,72,61,,37,63,38,29,,,"superMega",1,1,"","","51",17.81684,,,"","","","",1,"","","","",1,1,"","",3,"Disciplined","3600000.00"
420,"Wideloads","Kyrone","Throne",1,3,4,1,8,21,,38,74,38,30,,,"superMega","",1,1,"","56",6.704788,,,"","","","",1,"","",1,"","",1,"",1,1,"Crafty","3800000.00"
421,"Wideloads","Danny","Deals",1,1,9,23,13,59,,77,78,56,21,7,6,"superMega","",1,1,"","2",73.19105,"K Collector","Competitive","","","","",1,"","","",1,1,"",1,2,1,"Disciplined","11300000.00"
422,"Buzzards","Punchie","Patterson",1,1,30,12,25,72,,89,89,34,27,7,6,"superMega",1,1,1,"","11",11.53759,"K Collector","Competitive","Easy Jumps","Crafty","","",1,"","",1,"",1,1,"","",2,"","11300000.00"
424,"Overdogs","Slick","Pickman",1,2,15,11,5,39,,71,75,60,36,18,6,"superMega","","","","","7",87.85857,"Pick Officer","Crafty","","","","",1,1,"",1,"","",1,"",3,1,"Scholarly","9500000.00"
425,"Crocodons","Norm","Fenomeno",1,2,77,79,23,78,,54,76,67,23,22,14,"superMega","",1,"","","26",3.472526,"Elite 4F","Scholarly","Two Way (IF)","Spirited","","",1,"","","","",1,1,1,1,"","Spirited","13500000.00"
426,"Beewolves","Buzz","Pastimm",1,2,14,26,3,56,,87,29,65,31,5,12,"superMega","","",1,"","46",8.438253,"Specialist","Crafty","Elite 4F","Scholarly","","",1,1,1,1,"","","","",1,2,"Spirited","8800000.00"
427,"Moose","Swirly","Cutstiff",1,2,18,44,37,57,,67,83,35,21,22,16,"superMega",1,"","","","9",83.4445,"Elite CF","Scholarly","Choker","Spirited","","","","",1,"","",1,1,1,2,3,"Scholarly","7800000.00"
428,"Herbisaurs","Sal","Slinger",1,2,65,14,38,75,,75,46,95,28,,,"superMega","","","","","41",87.05064,,,"","","","",1,1,"",1,"","",1,"",2,"","Disciplined","11100000.00"
429,"Wild Pigs","Cutter","Crackebarrel",1,2,24,28,4,30,,89,37,39,29,22,16,"superMega","",1,"","","32",23.827769999999997,"Elite CF","Scholarly","","","","","","","",1,"",1,1,1,2,3,"Scholarly","6100000.00"
430,"Sirloins","Split","Seemerson",1,2,15,9,8,51,,35,65,55,21,22,21,"superMega","",1,1,"","8",86.17747,"Elite FK","Scholarly","Injury Prone","Competitive","","",1,"",1,1,1,"","","",3,2,"Spirited","5000000.00"
432,"Blowfish","Dwight","Breeze",1,2,7,7,44,17,,29,42,35,26,33,25,"superMega","",1,1,"","50",20.061629999999997,"Consistent","Disciplined","","","","",1,1,"",1,"","","","",2,2,"Scholarly","2100000.00"
434,"Freebooters","Nic","Diegez",1,1,5,16,11,54,,60,58,90,25,6,6,"superMega","","","","","3",78.89669,"Composed","Disciplined","","","","","",1,"","","",1,1,1,"",3,"Spirited","10600000.00"
435,"Grapplers","Ritonda","Black",1,1,54,7,5,45,,70,60,70,22,7,6,"superMega",1,"","","","24",24.63369,"K Collector","Competitive","","","","",1,1,"","","",1,1,1,1,2,"Scholarly","10700000.00"
436,"Nemesis","Deuce","Stacker",1,1,22,22,12,42,,22,72,22,27,22,17,"superMega","","","","","22",80.7765,"Elite CB","Scholarly","","","","",1,1,"","",1,1,"","",1,1,"Scholarly","3300000.00"
437,"Jacks","Stitch","Gripowski",1,2,13,42,16,47,,46,67,83,23,20,7,"superMega","","",2,"","10",72.03165,"Surrounded","Spirited","Elite CF","Scholarly","","",1,"","",1,1,"","",1,4,3,"","8700000.00"
438,"Hot Corners","Dot","Dacornas",1,1,27,11,23,37,,55,46,95,29,19,6,"superMega",1,1,1,"","35",72.72819,"Gets Ahead","Scholarly","","","","",1,1,"",1,"",1,1,"",4,3,"Disciplined","10200000.00"
439,"Sand Cats","Sergio","Slider",1,2,14,30,26,50,,76,85,55,31,22,18,"superMega","",1,"","","39",87.78663,"Elite SL","Scholarly","Wild Thing","Spirited","","",1,"","",1,"","",1,"",2,1,"Disciplined","10100000.00"
440,"Heaters","Pan","Knibbles",1,1,16,7,6,47,,40,19,58,26,,,"superMega","",1,1,"","36",8.657193,,,"","","","",1,1,"",1,"",1,"","",1,2,"Disciplined","2900000.00"
739,"Platypi","Shirley","Indiere",1,2,6,7,20,18,,56,31,72,29,19,6,"superMega",1,1,1,"","59",7.285697,"Gets Ahead","Scholarly","","","","",1,1,"","","",1,1,"",2,1,"Scholarly","5600000.00"
744,"Moonstars","Testy","Osteroni",3,,91,55,65,31,80,,,,30,34,7,"superMega","",1,"",4,"17",83.68809999999999,"Injury Prone","Competitive","","","","","","","","","","","","",2,2,"Scholarly","8800000.00"
757,"Sawteeth","Lefty","Southpalm",1,1,12,16,31,44,,47,80,60,38,5,12,"superMega","","","","","19",24.37775,"Specialist","Crafty","Pick Officer","Crafty","","",1,"",1,1,"","",1,"",1,3,"Spirited","9900000.00"
837,,"Duder","El'Derino",3,,75,38,49,55,73,,,,31,26,6,"superMega","",1,1,5,"11",5.113461,"Sprinter","Competitive","Noodle Arm","Competitive","","","","","","","","","","",4,3,"Spirited","#N/A"
838,,"Gertie","Goatman",1,2,6,15,14,43,,50,11,72,25,5,12,"superMega","","","","","58",75.74594,"Specialist","Crafty","","","","",1,"","","","",1,1,"","",2,"Scholarly","#N/A"
839,,"Tip","Tapler",4,,6,99,49,58,68,,,,34,40,6,"superMega","",1,1,"","29",73.52557,"Bunter","Scholarly","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
840,,"Hephner","Hackett",2,,54,45,45,41,55,,,,27,14,7,"superMega","",1,1,"","25",25.65175,"First Pitch Prayer","Competitive","","","","","","","","","","","","",4,3,"Crafty","#N/A"
841,,"Lynetta","Betta",1,4,22,4,3,68,,76,76,47,30,20,7,"superMega",1,1,"","","35",14.74444,"Surrounded","Spirited","Elite SL","Scholarly","","",1,"","","","","",1,"",3,1,"","#N/A"
842,,"Butte","Puckerman",5,,43,92,43,25,60,,,,27,,,"superMega","",1,1,3,"2",71.3735,,,"","","","","","","","","","","","",4,3,"","#N/A"
843,,"Walter","Vaulter",8,,55,44,84,73,39,,,,32,37,6,"superMega","",1,1,11,"10",82.84333,"Dive Wizard","Spirited","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
844,,"Almondo","Gnuts",1,3,4,14,37,70,,74,55,67,33,5,13,"superMega","",1,1,"","54",4.573914,"Reverse Splits","Crafty","","","","",1,"","","","",1,"","",1,1,"","#N/A"
845,,"Squinch","Tootwhistle",4,,97,85,69,55,49,,,,37,1,0,"superMega",1,1,2,13,"5",82.26286,"CON vs RHP","Spirited","Wild Thrower","Crafty","","","","","","","","","","",4,3,"","#N/A"
846,,"Rob","Hurlington IV",1,3,11,2,75,7,,60,66,57,31,33,25,"superMega","",1,1,"","47",83.45027,"Consistent","Disciplined","","","","",1,"","","","",1,1,"","",2,"Spirited","#N/A"
847,,"Montgomery","Mapleripe",1,1,32,2,3,45,,29,64,44,36,,,"superMega","",1,1,"","43",8.473232,,,"","","","",1,"","","","",1,1,1,1,2,"","#N/A"
848,,"Hans","Sliperrio",6,,41,66,54,71,90,,,,26,29,7,"superMega","",1,"",4,"64",20.423759999999998,"Butterfingers","Disciplined","Bunter","Scholarly","","","","","","","","","","",4,3,"Crafty","#N/A"
849,,"Burl","Chinning",1,1,59,99,36,39,,60,50,39,32,18,7,"superMega","",1,1,"","59",21.70538,"Easy Jumps","Crafty","","","","",1,1,"","","",1,1,"",4,3,"Disciplined","#N/A"
850,,"Goose","Caboosler",6,,60,29,57,58,70,,,,24,9,6,"superMega","",1,1,10,"7",12.88932,"Utility","Scholarly","Pinch perfect","Disciplined","","","","","","","","","","",4,3,"Disciplined","#N/A"
851,,"Velo","Hiwanase",7,,49,43,63,39,44,,,,27,10,8,"superMega","",1,1,9,"46",83.81098,"Fastball Hitter","Disciplined","","","","","","","","","","","","",4,3,"Crafty","#N/A"
852,,"Traq","Statsman",9,,60,72,88,48,70,,,,23,2,6,"superMega","",1,2,11,"21",74.37936,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
853,,"Blammo","Tamale",8,,97,58,94,71,72,,,,26,3,4,"superMega","","","",12,"49",9.887995,"Inside Pitch","Disciplined","Off-speed Hitter","Disciplined","","","","","","","","","","",4,3,"Crafty","#N/A"
854,,"Sponge","Dryden",2,,62,49,22,68,56,,,,39,2,6,"superMega","",1,2,9,"13",22.44321,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
855,,"Anita","Bean",1,1,54,56,75,40,,63,65,75,31,,,"superMega",1,1,1,"","36",2.446492,,,"","","","",1,1,"","","",1,1,"",2,3,"","#N/A"
856,,"Warren","Yout",1,1,3,23,4,49,,79,68,78,28,23,6,"superMega","","","","","38",86.08801,"Workhorse","Competitive","","","","",1,"","",1,"",1,1,"",4,3,"Scholarly","#N/A"
857,,"Ava","Blanc",9,,73,54,56,61,76,,,,33,17,7,"superMega",1,"",2,12,"6",10.0465,"Easy Target","Crafty","","","","","","","","","","","","",4,3,"Crafty","#N/A"
858,,"Langdon","Strider",1,3,5,27,1,42,,73,46,60,34,22,18,"superMega","",1,1,"","30",0.4550533,"Elite SL","Scholarly","","","","",1,1,"","","",1,1,"",2,1,"Disciplined","#N/A"
859,,"Seb","Swolson",3,,78,49,63,29,19,,,,23,2,7,"superMega","",1,1,2,"9",24.223749999999995,"RBI Zero","Spirited","Bad Ball Hitter","Crafty","","","","","","","","","","",4,3,"","#N/A"
860,,"Boozle","Doozyshine",5,,91,98,71,50,52,,,,27,,,"superMega","",1,1,3,"10",4.74472,,,"","","","","","","","","","","","",4,3,"Spirited","#N/A"
861,,"Howie","Kahldit",9,,83,53,67,52,68,,,,27,10,9,"superMega","",1,"",7,"7",82.38391,"Off-speed Hitter","Disciplined","","","","","","","","","","","","",4,3,"Crafty","#N/A"
862,,"Pique","Fizeek",3,,79,59,55,88,63,,,,24,35,6,"superMega","",1,1,"","3",81.53095,"Stimulated","Crafty","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
863,,"Spike","Pena",1,2,12,11,7,19,,45,58,96,36,5,13,"superMega","",1,1,"","63",3.757302,"Reverse Splits","Crafty","","","","",1,"","",1,"","",1,"",1,1,"Spirited","#N/A"
864,,"Pearl","Panske",1,1,28,40,38,96,,79,86,44,26,6,6,"superMega",1,"","","","47",21.16501,"Composed","Disciplined","","","","",1,"","","","",1,1,1,"",2,"Scholarly","#N/A"
865,,"Garth","Givener",1,1,35,38,2,59,,34,63,20,29,22,18,"superMega","",1,1,"","41",1.616473,"Elite SL","Scholarly","Workhorse","Competitive","","",1,"",1,"",1,1,1,"",3,3,"Scholarly","#N/A"
866,,"Archie","Alonso",1,3,10,8,38,55,,50,74,58,27,6,6,"superMega","",1,"","","44",76.67772,"Composed","Disciplined","","","","",1,"","","","",1,1,"",2,3,"Spirited","#N/A"
867,,"Doug","Outphives",4,,31,21,52,83,42,,,,26,15,6,"superMega","",1,1,6,"4",73.60468,"Pinch perfect","Disciplined","","","","","","","","","","","","",4,3,"","#N/A"
868,,"Axel","Torque",7,,84,71,64,64,47,,,,25,,,"superMega","",1,1,"","16",17.09281,,,"","","","","","","","","","","","",4,3,"Crafty","#N/A"
869,,"Scout","Gahderon",2,,7,46,52,58,54,,,,33,,,"superMega",1,1,1,"","30",84.9933,,,"","","","","","","","","","","","",4,3,"Spirited","#N/A"
870,,"Hayam","Colliner",8,,91,34,76,47,88,,,,27,2,6,"superMega","",1,1,13,"15",9.087523,"RBI Hero","Spirited","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
871,,"Cozy","Spooner",2,,42,32,29,66,39,,,,20,11,6,"superMega","",1,"",3,"14",87.71682,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"","#N/A"
872,,"Yips","Frazzler",6,,63,56,42,99,53,,,,27,30,7,"superMega","",1,1,5,"26",10.635439999999997,"Wild Thrower","Crafty","","","","","","","","","","","","",4,3,"Spirited","#N/A"
873,,"Bob","Hurlington IV",1,3,15,7,18,66,,59,67,57,31,33,26,"superMega","","","","","48",22.11824,"Volatile","Disciplined","","","","",1,"","",1,"","",1,"","",2,"Crafty","#N/A"
874,,"Hotto","De La Doggo",9,,33,72,57,76,64,,,,40,26,7,"superMega","",1,1,11,"22",76.89416,"Slow Poke","Competitive","Distractor","Crafty","","","","","","","","","","",4,3,"Crafty","#N/A"
875,,"Eddie","Steadson",1,3,23,3,17,16,,38,81,51,35,33,25,"superMega","",1,"","","57",15.07514,"Consistent","Disciplined","","","","",1,"","",1,"","",1,"",2,2,"Disciplined","#N/A"
876,,"Vinder","Hawkins",8,,28,62,86,67,82,,,,34,12,11,"superMega","",1,1,12,"51",16.04106,"Little Hack","Scholarly","","","","","","","","","","","","",4,3,"Crafty","#N/A"
877,,"Wagyu","Takobe",1,1,19,15,31,70,,49,52,49,23,,,"superMega","",1,1,"","8",25.65927,,,"","","","",1,"","",1,"",1,1,"",3,1,"Crafty","#N/A"
878,,"Scoops","Tomahawking",4,,63,96,82,50,54,,,,29,11,6,"superMega","",1,1,5,"2",11.69423,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
879,,"Doyen","Stafford",1,1,10,4,18,58,,93,57,88,29,,,"superMega","","","","","28",14.18587,,,"","","","",1,"","",1,1,1,1,"","",2,"Crafty","#N/A"
880,,"Nomar","Stubbs",5,,57,83,35,51,55,,,,33,4,7,"superMega","",1,1,6,"11",17.96655,"Whiffer","Competitive","","","","","","","","","","","","",4,3,"Scholarly","#N/A"
881,,"Vill","Buchelieg",7,,48,51,81,10,64,,,,32,35,6,"superMega","",1,"","","21",2.242589,"Stimulated","Crafty","Sign Stealer","Crafty","","","","","","","","","","",4,3,"Crafty","#N/A"
882,,"Horace","Heimlech",1,3,7,3,2,98,,54,41,44,20,22,14,"superMega","",1,"","","41",26.637779999999996,"Elite 4F","Scholarly","","","","",1,"","",1,"",1,"","",4,"","Spirited","#N/A"
883,,"Brent","Branch",1,3,4,0,27,42,,48,73,58,30,19,6,"superMega","",1,"","","39",22.916259999999998,"Gets Ahead","Scholarly","","","","",1,"","","","",1,"","",1,3,"Spirited","#N/A"
884,,"Rita","Rekonda",1,2,13,6,5,30,,68,51,86,24,18,6,"superMega",1,1,1,"","51",78.01812,"Pick Officer","Crafty","","","","",1,"","","","",1,1,"",4,1,"Crafty","#N/A"
885,,"Smokey","Ashe",5,,39,46,68,75,65,,,,27,8,6,"superMega","",1,1,"","22",74.0279,"Stealer","Crafty","","","","","","","","","","","","",4,3,"Spirited","#N/A"
886,,"Yanagi","Hayai",1,1,8,28,1,68,,40,75,83,28,7,7,"superMega","",1,"","","55",7.516672,"K Neglecter","Competitive","","","","",1,"","",1,"",1,1,"","",2,"Spirited","#N/A"
887,,"Bobby","Odor",4,,12,41,66,66,65,,,,27,4,7,"superMega","",1,1,6,"5",11.3574,"Whiffer","Competitive","Stealer","Crafty","","","","","","","","","","",4,3,"Crafty","#N/A"
888,,"Cecil","Sawyer",1,1,13,23,72,53,,67,64,44,27,20,6,"superMega","","","","","37",70.02284,"Rally Stopper","Spirited","","","","",1,"","",1,"","",1,1,3,2,"Spirited","#N/A"
889,,"Arsenio","Armstrong",9,,49,75,66,46,93,,,,30,36,6,"superMega","",1,"",11,"30",10.165049999999999,"Cannon Arm","Competitive","","","","","","","","","","","","",4,3,"Crafty","#N/A"
890,,"Dwayne","Butterfinger",3,,72,36,46,64,35,,,,24,29,7,"superMega","",1,1,7,"27",8.814075,"Butterfingers","Disciplined","Clutch","Spirited","","","","","","","","","","",4,3,"Scholarly","#N/A"
891,,"Phil","Flusterer",1,4,4,12,3,44,,54,77,76,27,39,7,"superMega","","","","","46",12.56129,"Meltdown","Spirited","","","","",1,"","","","","",1,"",3,3,"Scholarly","#N/A"
892,,"Dilly","Daller",6,,71,68,51,67,92,,,,32,8,7,"superMega",1,1,1,4,"13",20.96442,"Bad Jumps","Crafty","Base Jogger","Disciplined","","","","","","","","","","",4,3,"","#N/A"
893,,"Sluggy","Boomhauer",9,,94,84,45,32,72,,,,31,,,"superMega","",1,2,7,"19",73.61581,,,"","","","","","","","","","","","",4,3,"Disciplined","#N/A"
894,,"Froggo","Balinstandos",1,1,13,24,11,66,,55,78,45,20,22,19,"superMega","","","","","40",87.1489,"Elite CH","Scholarly","","","","",1,1,"",1,"",1,1,"","",2,"","#N/A"
895,,"Hopper","Fenster",8,,70,86,76,94,72,,,,36,29,6,"superMega","",1,1,12,"8",15.8573,"Magic Hands","Disciplined","","","","","","","","","","","","",4,3,"Crafty","#N/A"
896,,"Theresa","Ketchum",2,,61,66,40,89,87,,,,27,17,6,"superMega",1,1,"",3,"7",88.75664,"Mind Gamer","Crafty","","","","","","","","","","","","",4,3,"Crafty","#N/A"
897,,"Pooch","Ponderosa",7,,58,26,73,55,59,,,,26,,,"superMega","",1,"","","11",14.58269,,,"","","","","","","","","","","","",4,3,"Spirited","#N/A"
898,,"Cyne","Blinder",1,3,18,8,27,63,,34,69,57,29,20,6,"superMega","",1,1,"","48",86.47839,"Rally Stopper","Spirited","","","","",1,"","",1,"",1,"","",2,3,"Disciplined","#N/A"
899,,"Camilla","Cuffingham",2,,57,58,37,68,35,,,,22,1,0,"superMega",1,1,2,9,"29",28.23296,"CON vs RHP","Spirited","","","","","","","","","","","","",4,3,"Disciplined","#N/A"
900,,"Otto","Von Olio",3,,43,73,69,37,32,,,,25,10,9,"superMega","",1,1,"","47",23.17224,"Off-speed Hitter","Disciplined","Pinch perfect","Disciplined","","","","","","","","","","",4,3,"Crafty","#N/A"
901,,"Charlemagne","Charleston",1,1,45,1,9,69,,48,90,25,28,,,"superMega","","","","","54",5.415792,,,"","","","",1,"","",1,"",1,1,"",2,1,"Disciplined","#N/A"
902,,"Yakker","Asherbomb",4,,98,61,54,63,25,,,,28,,,"superMega","",1,1,"","23",73.07001,,,"","","","","","","","","","","","",4,3,"Scholarly","#N/A"
1111,"Jomboy Media","Sloop","Whoopity",4,,29,73,83,58,53,,,,20,13,6,"creators","",1,1,5,"3",23.772979736328125,"Rally Starter","Spirited","","","","","","","","","","","","",4,3,"Crafty","6200000.00"
1173,"Prime Time","Sal","Slinger",1,2,65,14,38,75,,75,46,95,28,,,"creators","","","","","41",87.0506362915039,,,"","","","",1,1,"",1,"","",1,"",2,"","Disciplined","11100000.00"
1206,"Prime Time","Almondo","Gnuts",1,3,4,14,37,70,,74,55,67,33,5,13,"creators","",1,1,"","54",4.573914051055908,"Reverse Splits","Crafty","","","","",1,"","","","",1,"","",1,1,"","#N/A"
1268,"Pinstripe Strong","Boozle","Doozyshine",5,,91,98,71,50,52,,,,27,,,"creators","",1,1,3,"10",4.744719982147217,,,"","","","","","","","","","","","",4,3,"Spirited","#N/A"
1334,"We Got Ice","Sirloin","Jones",1,4,17,5,48,29,,87,61,59,37,21,7,"creators","",1,1,"","45",88.64308166503906,"Crossed Up","Scholarly","","","","",1,1,"",1,"","","","",1,2,"","7000000.00"
1440,"We Got Ice","Charlie","Best",1,3,3,13,5,82,,74,93,86,31,22,17,"creators","","","","","29",13.253339767456053,"Elite CB","Scholarly","","","","",1,1,"",1,"",1,"","",4,2,"","14900000.00"
1533,"Pinstripe Strong","Ace","von Acesson",1,1,15,32,16,96,,65,84,78,29,7,6,"creators","","",1,"","33",76.17146301269531,"K Collector","Competitive","","","","",1,1,"",1,"",1,1,"","",1,"Spirited","14400000.00"
1566,"Prime Time","Kitty","Kauffman",4,,32,94,93,51,52,,,,21,11,6,"creators",1,1,1,5,"48",2.714448928833008,"Bad Ball Hitter","Crafty","","","","","","","","","","","","",4,3,"Scholarly","8600000.00"
1573,"Girls & Co.","Bobby","Bashe",5,,96,32,75,55,63,,,,24,10,9,"creators","",1,1,10,"30",69.54022216796875,"Off-speed Hitter","Disciplined","Wild Thrower","Crafty","","","","","","","","","","",4,3,"Spirited","8300000.00"
1586,"Goat Herd","Hank","Aaron",9,,99,98,35,73,87,,,,36,0,1,"creators","",1,1,12,"44",43.615234375,"POW vs LHP","Spirited","Inside Pitch","Disciplined",1954,1976,"","","","","","","","",4,3,"Disciplined","#N/A"
1639,"Prime Time","Bartolo","Colon",1,1,90,0,21,41,,54,64,83,35,23,6,"creators","",1,1,"","40",43.22758865356445,"Workhorse","Competitive","Meltdown","Spirited",1997,2018,1,1,"","","","",1,"",1,2,"Spirited","#N/A"
1703,"We Got Ice","Torii","Hunter",8,,66,47,65,78,65,,,,23,29,6,"creators","",1,1,11,"48",22.984039306640625,"Magic Hands","Disciplined","","",1998,2015,"","","","","","","","",4,3,"","#N/A"
1714,"Jomboy Media","John","Kruk",7,,36,61,60,50,65,,,,21,10,8,"creators","","","",3,"11",14.074439048767088,"Fastball Hitter","Disciplined","Slow Poke","Competitive",1986,1995,"","","","","","","","",4,3,"Scholarly","#N/A"
