"localID","teamName","firstName","lastName","primaryPosition","pitcherRole","power","contact","speed","fielding","arm","velocity","junk","accuracy","age","trait","subType","gender","throws","bats","fourSeamFastball","twoSeamFastball","screwball","changeup","forkball","curveball","slider","cutFastball","windup","pitchAngle","rating","league","trait1","chemistry1","trait2","chemistry2"
373,"Platypi","Rusty","Nozzle",1,1,13,19,9,74,,56,42,51,28,34,7,0,1,1,1,0,0,0,0,1,1,1,1,2,80.78365,"superMega","Injury Prone","Competitive","",""
374,"Hot Corners","Noah","Kaiser",1,1,28,40,33,24,,62,67,85,22,34,7,0,1,1,1,1,0,0,1,1,1,0,3,3,75.1852,"superMega","Injury Prone","Competitive","",""
375,"Hot Corners","Joseph","Broseph",1,3,1,9,43,20,,88,66,58,37,6,6,0,0,0,1,1,0,0,0,0,1,0,4,2,5.051497,"superMega","Composed","Disciplined","",""
376,"Hot Corners","Rachel","Rhubarb",1,2,11,1,19,33,,70,22,65,30,,,1,0,0,1,1,0,1,0,0,1,0,0,0,87.38247,"superMega",,,"",""
377,"Freebooters","Ryder","McPride",1,3,11,7,9,97,,64,33,78,29,20,6,0,1,1,1,1,0,1,0,0,0,0,4,2,75.47693,"superMega","Rally Stopper","Spirited","Clutch","Spirited"
378,"Hot Corners","Amazo","Haze",1,3,41,4,13,11,,38,97,56,21,5,13,0,1,1,1,0,0,1,0,1,1,0,2,1,11.704789999999997,"superMega","Reverse Splits","Crafty","",""
379,"Sawteeth","Sammie","Shigetani",4,,42,56,57,65,53,,,,29,35,6,1,1,0,,,,,,,,,4,3,85.67699,"superMega","Stimulated","Crafty","",""
380,"Nemesis","Gabby","Ganez",9,,50,63,74,49,29,,,,31,34,6,1,1,1,,,,,,,,,4,3,5.252747,"superMega","Durable","Competitive","",""
381,"Herbisaurs","Yoink","Sax",8,,50,39,91,89,95,,,,27,8,6,0,1,1,,,,,,,,,4,3,3.145578,"superMega","Stealer","Crafty","",""
382,"Nemesis","Amy","Zoner",6,,28,58,57,65,68,,,,27,1,1,1,1,2,,,,,,,,,4,3,87.34786,"superMega","CON vs LHP","Spirited","Inside Pitch","Disciplined"
383,"Buzzards","Billy","Bronx",2,,46,28,38,61,74,,,,28,28,6,0,1,1,,,,,,,,,4,3,14.99349,"superMega","Distractor","Crafty","",""
384,"Sand Cats","Knox","Oxensocksen",2,,11,96,79,92,77,,,,29,12,11,0,1,1,,,,,,,,,4,3,80.14558,"superMega","Little Hack","Scholarly","",""
385,"Crocodons","Vinnie","Vortex",9,,35,80,93,56,64,,,,29,,,0,1,0,,,,,,,,,4,3,2.495979,"superMega",,,"",""
386,"Sand Cats","Chip","Duffers",4,,20,72,90,73,80,,,,37,14,7,0,1,1,,,,,,,,,4,3,11.49598,"superMega","First Pitch Prayer","Competitive","Magic Hands","Disciplined"
387,"Beewolves","Kobe","Kingman",3,,95,27,51,68,63,,,,31,,,0,1,2,,,,,,,,,4,3,4.885038,"superMega",,,"",""
388,"Crocodons","Runda","Thurd",5,,78,53,95,61,61,,,,31,27,6,1,1,1,,,,,,,,,4,3,8.816841,"superMega","Base Rounder","Disciplined","",""
389,"Sand Cats","Kara","Kawaguchi",5,,44,42,90,60,90,,,,29,30,7,1,1,1,,,,,,,,,4,3,1.088158,"superMega","Wild Thrower","Crafty","",""
390,"Sand Cats","Tigg","Tantrum",7,,41,32,85,37,65,,,,28,17,6,0,1,1,,,,,,,,,4,3,73.53674,"superMega","Mind Gamer","Crafty","",""
391,"Sand Cats","Super","Sampson",8,,24,57,98,97,97,,,,29,33,25,0,1,1,,,,,,,,,4,3,13.81684,"superMega","Consistent","Disciplined","",""
392,"Sand Cats","Beebee","Takabasei",1,1,6,16,21,57,,55,62,9,31,6,7,1,1,0,1,0,1,1,0,1,1,0,2,3,5.003294,"superMega","BB Prone","Disciplined","",""
393,"Sand Cats","Trey","Mondo",1,1,1,33,79,92,,23,45,28,19,,,0,1,1,1,0,0,1,0,1,1,1,0,3,18.88342,"superMega",,,"",""
394,"Moose","Felix","Farmhand",1,2,30,7,29,40,,26,28,59,19,,,0,1,0,1,0,0,1,0,0,1,0,0,3,14.67699,"superMega",,,"",""
395,"Crocodons","Bae","Paul",1,1,7,28,33,75,,9,75,52,27,22,15,1,1,0,1,1,0,1,0,1,1,0,1,2,81.47693,"superMega","Elite 2F","Scholarly","",""
396,"Sand Cats","Gasser","Morris",1,3,2,6,12,58,,95,56,79,31,5,12,0,0,0,1,0,0,1,0,0,1,1,3,1,75.22245,"superMega","Specialist","Crafty","",""
397,"Nemesis","Binky","Stevens",1,3,3,2,18,13,,65,34,81,37,19,7,0,1,1,1,1,0,0,1,0,0,0,1,2,69.67699,"superMega","Falls Behind","Scholarly","",""
398,"Sand Cats","Ice","Vainer",1,4,3,13,57,40,,87,93,46,31,6,6,0,1,0,1,0,0,0,0,0,1,0,4,2,3.342641,"superMega","Composed","Disciplined","",""
399,"Buzzards","Bradley","Bowler",1,2,14,1,17,71,,62,68,53,29,,,0,1,1,1,1,0,1,0,0,1,0,1,1,18.33006,"superMega",,,"",""
400,"Moose","Hose","Tremendo",9,,61,53,64,85,98,,,,29,36,6,0,0,0,,,,,,,,,4,3,75.73634,"superMega","Cannon Arm","Competitive","",""
401,"Platypi","Sky","Rodriguez",5,,94,38,43,8,58,,,,27,1,1,1,1,1,,,,,,,,,4,3,15.088159999999998,"superMega","CON vs LHP","Spirited","",""
402,"Moonstars","Boo","Louis",2,,47,68,46,86,81,,,,31,13,6,0,1,1,,,,,,,,,4,3,6.761809,"superMega","Rally Starter","Spirited","",""
403,"Overdogs","Sakda","Song",3,,80,93,90,93,57,,,,25,0,0,0,1,1,,,,,,,,,4,3,9.171457,"superMega","POW vs RHP","Spirited","Off-speed Hitter","Disciplined"
404,"Moonstars","Nance","Tools",6,,86,75,69,87,48,,,,29,8,6,1,1,1,,,,,,,,,4,3,11.99742,"superMega","Stealer","Crafty","Utility","Scholarly"
405,"Heaters","Volt","Bolter",8,,24,45,96,63,79,,,,38,,,0,1,2,,,,,,,,,4,3,14.54022,"superMega",,,"",""
406,"Buzzards","Thurman","Colt",8,,70,45,83,31,49,,,,32,17,6,0,1,2,,,,,,,,,4,3,7.985043,"superMega","Mind Gamer","Crafty","",""
407,"Heaters","Slapper","Glute",7,,54,90,68,41,85,,,,31,12,11,0,1,2,,,,,,,,,4,3,6.997417,"superMega","Little Hack","Scholarly","",""
408,"Heaters","Hank","Hart",2,,36,84,54,74,88,,,,37,14,7,0,1,0,,,,,,,,,4,3,20.68162,"superMega","First Pitch Prayer","Competitive","",""
409,"Heaters","Dion","Bass",4,,33,73,82,71,75,,,,31,2,7,0,1,1,,,,,,,,,4,3,13.44419,"superMega","RBI Zero","Spirited","Base Rounder","Disciplined"
410,"Heaters","Carlton","Starr",6,,42,84,71,85,73,,,,22,14,6,0,1,0,,,,,,,,,4,3,78.67699,"superMega","First Pitch Slayer","Competitive","",""
411,"Heaters","Raise","Ruffo",8,,49,89,78,84,79,,,,29,3,2,0,0,0,,,,,,,,,4,3,16.05115,"superMega","High Pitch","Disciplined","Rally Starter","Spirited"
412,"Herbisaurs","Whopper","Batsman",4,,81,15,50,49,37,,,,23,4,6,0,1,1,,,,,,,,,4,3,16.30332,"superMega","Tough Out","Competitive","",""
413,"Moonstars","Vern","Turnburner",1,1,44,4,38,66,,94,60,44,22,22,19,0,0,0,1,1,1,1,0,0,1,0,2,1,78.54022,"superMega","Elite CH","Scholarly","",""
414,"Sawteeth","Fabio","Fabulo",1,1,13,21,10,12,,59,38,82,31,22,21,0,0,1,1,1,0,1,1,0,1,0,0,2,70.25333,"superMega","Elite FK","Scholarly","",""
415,"Heaters","Boris","Biggsworth",1,2,7,5,0,77,,52,35,34,26,33,25,0,1,1,1,0,0,1,0,0,1,0,3,0,24.99349,"superMega","Consistent","Disciplined","",""
416,"Heaters","Air","Lovestone",1,1,5,11,34,44,,39,42,72,36,22,21,1,1,1,1,1,0,0,1,1,1,0,2,2,23.67968,"superMega","Elite FK","Scholarly","Workhorse","Competitive"
417,"Wild Pigs","Hander","O'Speciallo",1,3,2,5,10,75,,23,70,51,30,5,12,0,0,0,1,0,0,0,0,1,1,0,1,2,8.704788,"superMega","Specialist","Crafty","Surrounded","Spirited"
418,"Heaters","Derr","Neverwocker",1,3,5,15,54,71,,90,87,73,21,6,6,0,1,1,1,1,0,0,0,1,1,0,1,3,86.76181,"superMega","Composed","Disciplined","",""
419,"Grapplers","Meggy","Meggles",1,3,6,1,72,61,,37,63,38,29,,,1,1,0,1,0,0,0,0,1,1,0,0,3,17.81684,"superMega",,,"",""
420,"Wideloads","Kyrone","Throne",1,3,4,1,8,21,,38,74,38,30,,,0,1,1,1,0,0,1,0,0,1,0,1,1,6.704788,"superMega",,,"",""
421,"Wideloads","Danny","Deals",1,1,9,23,13,59,,77,78,56,21,7,6,0,1,1,1,0,0,0,1,1,0,1,2,1,73.19105,"superMega","K Collector","Competitive","",""
422,"Buzzards","Punchie","Patterson",1,1,30,12,25,72,,89,89,34,27,7,6,1,1,1,1,0,0,1,0,1,1,0,0,2,11.53759,"superMega","K Collector","Competitive","Easy Jumps","Crafty"
424,"Overdogs","Slick","Pickman",1,2,15,11,5,39,,71,75,60,36,18,6,0,0,0,1,1,0,1,0,0,1,0,3,1,87.85857,"superMega","Pick Officer","Crafty","",""
425,"Crocodons","Norm","Fenomeno",1,2,77,79,23,78,,54,76,67,23,22,14,0,1,0,1,0,0,0,0,1,1,1,1,0,3.472526,"superMega","Elite 4F","Scholarly","Two Way (IF)","Spirited"
426,"Beewolves","Buzz","Pastimm",1,2,14,26,3,56,,87,29,65,31,5,12,0,0,1,1,1,1,1,0,0,0,0,1,2,8.438253,"superMega","Specialist","Crafty","Elite 4F","Scholarly"
427,"Moose","Swirly","Cutstiff",1,2,18,44,37,57,,67,83,35,21,22,16,1,0,0,0,0,1,0,0,1,1,1,2,3,83.4445,"superMega","Elite CF","Scholarly","Choker","Spirited"
428,"Herbisaurs","Sal","Slinger",1,2,65,14,38,75,,75,46,95,28,,,0,0,0,1,1,0,1,0,0,1,0,2,0,87.05064,"superMega",,,"",""
429,"Wild Pigs","Cutter","Crackebarrel",1,2,24,28,4,30,,89,37,39,29,22,16,0,1,0,0,0,0,1,0,1,1,1,2,3,23.827769999999997,"superMega","Elite CF","Scholarly","",""
430,"Sirloins","Split","Seemerson",1,2,15,9,8,51,,35,65,55,21,22,21,0,1,1,1,0,1,1,1,0,0,0,3,2,86.17747,"superMega","Elite FK","Scholarly","Injury Prone","Competitive"
432,"Blowfish","Dwight","Breeze",1,2,7,7,44,17,,29,42,35,26,33,25,0,1,1,1,1,0,1,0,0,0,0,2,2,20.061629999999997,"superMega","Consistent","Disciplined","",""
434,"Freebooters","Nic","Diegez",1,1,5,16,11,54,,60,58,90,25,6,6,0,0,0,0,1,0,0,0,1,1,1,0,3,78.89669,"superMega","Composed","Disciplined","",""
435,"Grapplers","Ritonda","Black",1,1,54,7,5,45,,70,60,70,22,7,6,1,0,0,1,1,0,0,0,1,1,1,1,2,24.63369,"superMega","K Collector","Competitive","",""
436,"Nemesis","Deuce","Stacker",1,1,22,22,12,42,,22,72,22,27,22,17,0,0,0,1,1,0,0,1,1,0,0,1,1,80.7765,"superMega","Elite CB","Scholarly","",""
437,"Jacks","Stitch","Gripowski",1,2,13,42,16,47,,46,67,83,23,20,7,0,0,2,1,0,0,1,1,0,0,1,4,3,72.03165,"superMega","Surrounded","Spirited","Elite CF","Scholarly"
438,"Hot Corners","Dot","Dacornas",1,1,27,11,23,37,,55,46,95,29,19,6,1,1,1,1,1,0,1,0,1,1,0,4,3,72.72819,"superMega","Gets Ahead","Scholarly","",""
439,"Sand Cats","Sergio","Slider",1,2,14,30,26,50,,76,85,55,31,22,18,0,1,0,1,0,0,1,0,0,1,0,2,1,87.78663,"superMega","Elite SL","Scholarly","Wild Thing","Spirited"
440,"Heaters","Pan","Knibbles",1,1,16,7,6,47,,40,19,58,26,,,0,1,1,1,1,0,1,0,1,0,0,1,2,8.657193,"superMega",,,"",""
739,"Platypi","Shirley","Indiere",1,2,6,7,20,18,,56,31,72,29,19,6,1,1,1,1,1,0,0,0,1,1,0,2,1,7.285697,"superMega","Gets Ahead","Scholarly","",""
744,"Moonstars","Testy","Osteroni",3,,91,55,65,31,80,,,,30,34,7,0,1,0,,,,,,,,,2,2,83.68809999999999,"superMega","Injury Prone","Competitive","",""
757,"Sawteeth","Lefty","Southpalm",1,1,12,16,31,44,,47,80,60,38,5,12,0,0,0,1,0,1,1,0,0,1,0,1,3,24.37775,"superMega","Specialist","Crafty","Pick Officer","Crafty"
837,,"Duder","El'Derino",3,,75,38,49,55,73,,,,31,26,6,0,1,1,,,,,,,,,4,3,5.113461,"superMega","Sprinter","Competitive","Noodle Arm","Competitive"
838,,"Gertie","Goatman",1,2,6,15,14,43,,50,11,72,25,5,12,0,0,0,1,0,0,0,0,1,1,0,0,2,75.74594,"superMega","Specialist","Crafty","",""
839,,"Tip","Tapler",4,,6,99,49,58,68,,,,34,40,6,0,1,1,,,,,,,,,4,3,73.52557,"superMega","Bunter","Scholarly","",""
840,,"Hephner","Hackett",2,,54,45,45,41,55,,,,27,14,7,0,1,1,,,,,,,,,4,3,25.65175,"superMega","First Pitch Prayer","Competitive","",""
841,,"Lynetta","Betta",1,4,22,4,3,68,,76,76,47,30,20,7,1,1,0,1,0,0,0,0,0,1,0,3,1,14.74444,"superMega","Surrounded","Spirited","Elite SL","Scholarly"
842,,"Butte","Puckerman",5,,43,92,43,25,60,,,,27,,,0,1,1,,,,,,,,,4,3,71.3735,"superMega",,,"",""
843,,"Walter","Vaulter",8,,55,44,84,73,39,,,,32,37,6,0,1,1,,,,,,,,,4,3,82.84333,"superMega","Dive Wizard","Spirited","",""
844,,"Almondo","Gnuts",1,3,4,14,37,70,,74,55,67,33,5,13,0,1,1,1,0,0,0,0,1,0,0,1,1,4.573914,"superMega","Reverse Splits","Crafty","",""
845,,"Squinch","Tootwhistle",4,,97,85,69,55,49,,,,37,1,0,1,1,2,,,,,,,,,4,3,82.26286,"superMega","CON vs RHP","Spirited","Wild Thrower","Crafty"
846,,"Rob","Hurlington IV",1,3,11,2,75,7,,60,66,57,31,33,25,0,1,1,1,0,0,0,0,1,1,0,0,2,83.45027,"superMega","Consistent","Disciplined","",""
847,,"Montgomery","Mapleripe",1,1,32,2,3,45,,29,64,44,36,,,0,1,1,1,0,0,0,0,1,1,1,1,2,8.473232,"superMega",,,"",""
848,,"Hans","Sliperrio",6,,41,66,54,71,90,,,,26,29,7,0,1,0,,,,,,,,,4,3,20.423759999999998,"superMega","Butterfingers","Disciplined","Bunter","Scholarly"
849,,"Burl","Chinning",1,1,59,99,36,39,,60,50,39,32,18,7,0,1,1,1,1,0,0,0,1,1,0,4,3,21.70538,"superMega","Easy Jumps","Crafty","",""
850,,"Goose","Caboosler",6,,60,29,57,58,70,,,,24,9,6,0,1,1,,,,,,,,,4,3,12.88932,"superMega","Utility","Scholarly","Pinch perfect","Disciplined"
851,,"Velo","Hiwanase",7,,49,43,63,39,44,,,,27,10,8,0,1,1,,,,,,,,,4,3,83.81098,"superMega","Fastball Hitter","Disciplined","",""
852,,"Traq","Statsman",9,,60,72,88,48,70,,,,23,2,6,0,1,2,,,,,,,,,4,3,74.37936,"superMega","RBI Hero","Spirited","",""
853,,"Blammo","Tamale",8,,97,58,94,71,72,,,,26,3,4,0,0,0,,,,,,,,,4,3,9.887995,"superMega","Inside Pitch","Disciplined","Off-speed Hitter","Disciplined"
854,,"Sponge","Dryden",2,,62,49,22,68,56,,,,39,2,6,0,1,2,,,,,,,,,4,3,22.44321,"superMega","RBI Hero","Spirited","",""
855,,"Anita","Bean",1,1,54,56,75,40,,63,65,75,31,,,1,1,1,1,1,0,0,0,1,1,0,2,3,2.446492,"superMega",,,"",""
856,,"Warren","Yout",1,1,3,23,4,49,,79,68,78,28,23,6,0,0,0,1,0,0,1,0,1,1,0,4,3,86.08801,"superMega","Workhorse","Competitive","",""
857,,"Ava","Blanc",9,,73,54,56,61,76,,,,33,17,7,1,0,2,,,,,,,,,4,3,10.0465,"superMega","Easy Target","Crafty","",""
858,,"Langdon","Strider",1,3,5,27,1,42,,73,46,60,34,22,18,0,1,1,1,1,0,0,0,1,1,0,2,1,0.4550533,"superMega","Elite SL","Scholarly","",""
859,,"Seb","Swolson",3,,78,49,63,29,19,,,,23,2,7,0,1,1,,,,,,,,,4,3,24.223749999999995,"superMega","RBI Zero","Spirited","Bad Ball Hitter","Crafty"
860,,"Boozle","Doozyshine",5,,91,98,71,50,52,,,,27,,,0,1,1,,,,,,,,,4,3,4.74472,"superMega",,,"",""
861,,"Howie","Kahldit",9,,83,53,67,52,68,,,,27,10,9,0,1,0,,,,,,,,,4,3,82.38391,"superMega","Off-speed Hitter","Disciplined","",""
862,,"Pique","Fizeek",3,,79,59,55,88,63,,,,24,35,6,0,1,1,,,,,,,,,4,3,81.53095,"superMega","Stimulated","Crafty","",""
863,,"Spike","Pena",1,2,12,11,7,19,,45,58,96,36,5,13,0,1,1,1,0,0,1,0,0,1,0,1,1,3.757302,"superMega","Reverse Splits","Crafty","",""
864,,"Pearl","Panske",1,1,28,40,38,96,,79,86,44,26,6,6,1,0,0,1,0,0,0,0,1,1,1,0,2,21.16501,"superMega","Composed","Disciplined","",""
865,,"Garth","Givener",1,1,35,38,2,59,,34,63,20,29,22,18,0,1,1,1,0,1,0,1,1,1,0,3,3,1.616473,"superMega","Elite SL","Scholarly","Workhorse","Competitive"
866,,"Archie","Alonso",1,3,10,8,38,55,,50,74,58,27,6,6,0,1,0,1,0,0,0,0,1,1,0,2,3,76.67772,"superMega","Composed","Disciplined","",""
867,,"Doug","Outphives",4,,31,21,52,83,42,,,,26,15,6,0,1,1,,,,,,,,,4,3,73.60468,"superMega","Pinch perfect","Disciplined","",""
868,,"Axel","Torque",7,,84,71,64,64,47,,,,25,,,0,1,1,,,,,,,,,4,3,17.09281,"superMega",,,"",""
869,,"Scout","Gahderon",2,,7,46,52,58,54,,,,33,,,1,1,1,,,,,,,,,4,3,84.9933,"superMega",,,"",""
870,,"Hayam","Colliner",8,,91,34,76,47,88,,,,27,2,6,0,1,1,,,,,,,,,4,3,9.087523,"superMega","RBI Hero","Spirited","",""
871,,"Cozy","Spooner",2,,42,32,29,66,39,,,,20,11,6,0,1,0,,,,,,,,,4,3,87.71682,"superMega","Bad Ball Hitter","Crafty","",""
872,,"Yips","Frazzler",6,,63,56,42,99,53,,,,27,30,7,0,1,1,,,,,,,,,4,3,10.635439999999997,"superMega","Wild Thrower","Crafty","",""
873,,"Bob","Hurlington IV",1,3,15,7,18,66,,59,67,57,31,33,26,0,0,0,1,0,0,1,0,0,1,0,0,2,22.11824,"superMega","Volatile","Disciplined","",""
874,,"Hotto","De La Doggo",9,,33,72,57,76,64,,,,40,26,7,0,1,1,,,,,,,,,4,3,76.89416,"superMega","Slow Poke","Competitive","Distractor","Crafty"
875,,"Eddie","Steadson",1,3,23,3,17,16,,38,81,51,35,33,25,0,1,0,1,0,0,1,0,0,1,0,2,2,15.07514,"superMega","Consistent","Disciplined","",""
876,,"Vinder","Hawkins",8,,28,62,86,67,82,,,,34,12,11,0,1,1,,,,,,,,,4,3,16.04106,"superMega","Little Hack","Scholarly","",""
877,,"Wagyu","Takobe",1,1,19,15,31,70,,49,52,49,23,,,0,1,1,1,0,0,1,0,1,1,0,3,1,25.65927,"superMega",,,"",""
878,,"Scoops","Tomahawking",4,,63,96,82,50,54,,,,29,11,6,0,1,1,,,,,,,,,4,3,11.69423,"superMega","Bad Ball Hitter","Crafty","",""
879,,"Doyen","Stafford",1,1,10,4,18,58,,93,57,88,29,,,0,0,0,1,0,0,1,1,1,1,0,0,2,14.18587,"superMega",,,"",""
880,,"Nomar","Stubbs",5,,57,83,35,51,55,,,,33,4,7,0,1,1,,,,,,,,,4,3,17.96655,"superMega","Whiffer","Competitive","",""
881,,"Vill","Buchelieg",7,,48,51,81,10,64,,,,32,35,6,0,1,0,,,,,,,,,4,3,2.242589,"superMega","Stimulated","Crafty","Sign Stealer","Crafty"
882,,"Horace","Heimlech",1,3,7,3,2,98,,54,41,44,20,22,14,0,1,0,1,0,0,1,0,1,0,0,4,0,26.637779999999996,"superMega","Elite 4F","Scholarly","",""
883,,"Brent","Branch",1,3,4,0,27,42,,48,73,58,30,19,6,0,1,0,1,0,0,0,0,1,0,0,1,3,22.916259999999998,"superMega","Gets Ahead","Scholarly","",""
884,,"Rita","Rekonda",1,2,13,6,5,30,,68,51,86,24,18,6,1,1,1,1,0,0,0,0,1,1,0,4,1,78.01812,"superMega","Pick Officer","Crafty","",""
885,,"Smokey","Ashe",5,,39,46,68,75,65,,,,27,8,6,0,1,1,,,,,,,,,4,3,74.0279,"superMega","Stealer","Crafty","",""
886,,"Yanagi","Hayai",1,1,8,28,1,68,,40,75,83,28,7,7,0,1,0,1,0,0,1,0,1,1,0,0,2,7.516672,"superMega","K Neglecter","Competitive","",""
887,,"Bobby","Odor",4,,12,41,66,66,65,,,,27,4,7,0,1,1,,,,,,,,,4,3,11.3574,"superMega","Whiffer","Competitive","Stealer","Crafty"
888,,"Cecil","Sawyer",1,1,13,23,72,53,,67,64,44,27,20,6,0,0,0,1,0,0,1,0,0,1,1,3,2,70.02284,"superMega","Rally Stopper","Spirited","",""
889,,"Arsenio","Armstrong",9,,49,75,66,46,93,,,,30,36,6,0,1,0,,,,,,,,,4,3,10.165049999999999,"superMega","Cannon Arm","Competitive","",""
890,,"Dwayne","Butterfinger",3,,72,36,46,64,35,,,,24,29,7,0,1,1,,,,,,,,,4,3,8.814075,"superMega","Butterfingers","Disciplined","Clutch","Spirited"
891,,"Phil","Flusterer",1,4,4,12,3,44,,54,77,76,27,39,7,0,0,0,1,0,0,0,0,0,1,0,3,3,12.56129,"superMega","Meltdown","Spirited","",""
892,,"Dilly","Daller",6,,71,68,51,67,92,,,,32,8,7,1,1,1,,,,,,,,,4,3,20.96442,"superMega","Bad Jumps","Crafty","Base Jogger","Disciplined"
893,,"Sluggy","Boomhauer",9,,94,84,45,32,72,,,,31,,,0,1,2,,,,,,,,,4,3,73.61581,"superMega",,,"",""
894,,"Froggo","Balinstandos",1,1,13,24,11,66,,55,78,45,20,22,19,0,0,0,1,1,0,1,0,1,1,0,0,2,87.1489,"superMega","Elite CH","Scholarly","",""
895,,"Hopper","Fenster",8,,70,86,76,94,72,,,,36,29,6,0,1,1,,,,,,,,,4,3,15.8573,"superMega","Magic Hands","Disciplined","",""
896,,"Theresa","Ketchum",2,,61,66,40,89,87,,,,27,17,6,1,1,0,,,,,,,,,4,3,88.75664,"superMega","Mind Gamer","Crafty","",""
897,,"Pooch","Ponderosa",7,,58,26,73,55,59,,,,26,,,0,1,0,,,,,,,,,4,3,14.58269,"superMega",,,"",""
898,,"Cyne","Blinder",1,3,18,8,27,63,,34,69,57,29,20,6,0,1,1,1,0,0,1,0,1,0,0,2,3,86.47839,"superMega","Rally Stopper","Spirited","",""
899,,"Camilla","Cuffingham",2,,57,58,37,68,35,,,,22,1,0,1,1,2,,,,,,,,,4,3,28.23296,"superMega","CON vs RHP","Spirited","",""
900,,"Otto","Von Olio",3,,43,73,69,37,32,,,,25,10,9,0,1,1,,,,,,,,,4,3,23.17224,"superMega","Off-speed Hitter","Disciplined","Pinch perfect","Disciplined"
901,,"Charlemagne","Charleston",1,1,45,1,9,69,,48,90,25,28,,,0,0,0,1,0,0,1,0,1,1,0,2,1,5.415792,"superMega",,,"",""
902,,"Yakker","Asherbomb",4,,98,61,54,63,25,,,,28,,,0,1,1,,,,,,,,,4,3,73.07001,"superMega",,,"",""
1111,"Jomboy Media","Sloop","Whoopity",4,,29,73,83,58,53,,,,20,13,6,0,1,1,,,,,,,,,4,3,23.772979736328125,"creators","Rally Starter","Spirited","",""
1173,"Prime Time","Sal","Slinger",1,2,65,14,38,75,,75,46,95,28,,,0,0,0,1,1,0,1,0,0,1,0,2,0,87.0506362915039,"creators",,,"",""
1206,"Prime Time","Almondo","Gnuts",1,3,4,14,37,70,,74,55,67,33,5,13,0,1,1,1,0,0,0,0,1,0,0,1,1,4.573914051055908,"creators","Reverse Splits","Crafty","",""
1268,"Pinstripe Strong","Boozle","Doozyshine",5,,91,98,71,50,52,,,,27,,,0,1,1,,,,,,,,,4,3,4.744719982147217,"creators",,,"",""
1334,"We Got Ice","Sirloin","Jones",1,4,17,5,48,29,,87,61,59,37,21,7,0,1,1,1,1,0,1,0,0,0,0,1,2,88.64308166503906,"creators","Crossed Up","Scholarly","",""
1440,"We Got Ice","Charlie","Best",1,3,3,13,5,82,,74,93,86,31,22,17,0,0,0,1,1,0,1,0,1,0,0,4,2,13.253339767456053,"creators","Elite CB","Scholarly","",""
1533,"Pinstripe Strong","Ace","von Acesson",1,1,15,32,16,96,,65,84,78,29,7,6,0,0,1,1,1,0,1,0,1,1,0,0,1,76.17146301269531,"creators","K Collector","Competitive","",""
1566,"Prime Time","Kitty","Kauffman",4,,32,94,93,51,52,,,,21,11,6,1,1,1,,,,,,,,,4,3,2.714448928833008,"creators","Bad Ball Hitter","Crafty","",""
1573,"Girls & Co.","Bobby","Bashe",5,,96,32,75,55,63,,,,24,10,9,0,1,1,,,,,,,,,4,3,69.54022216796875,"creators","Off-speed Hitter","Disciplined","Wild Thrower","Crafty"
1586,"Goat Herd","Hank","Aaron",9,,99,98,35,73,87,,,,36,0,1,0,1,1,,,,,,,,,4,3,43.615234375,"creators","POW vs LHP","Spirited","Inside Pitch","Disciplined"
1639,"Prime Time","Bartolo","Colon",1,1,90,0,21,41,,54,64,83,35,23,6,0,1,1,1,1,0,0,0,0,1,0,1,2,43.22758865356445,"creators","Workhorse","Competitive","Meltdown","Spirited"
1703,"We Got Ice","Torii","Hunter",8,,66,47,65,78,65,,,,23,29,6,0,1,1,,,,,,,,,4,3,22.984039306640625,"creators","Magic Hands","Disciplined","",""
1714,"Jomboy Media","John","Kruk",7,,36,61,60,50,65,,,,21,10,8,0,0,0,,,,,,,,,4,3,14.074439048767088,"creators","Fastball Hitter","Disciplined","Slow Poke","Competitive"
1716,"Can O' Corns","Mark","Langston",1,1,7,0,15,61,,64,84,56,21,19,7,0,0,1,1,0,0,1,0,1,1,0,3,3,25.6668758392334,"creators","Falls Behind","Scholarly","",""
1720,"We Got Ice","Cliff","Lee",1,1,9,5,30,19,,34,65,88,32,18,6,0,0,0,1,1,0,1,0,1,0,1,0,3,0.683825671672821,"creators","Pick Officer","Crafty","",""
1735,"Pinstripe Strong","Willie","Mays",8,,97,91,45,98,63,,,,20,10,8,0,1,1,,,,,,,,,4,3,24.145490646362305,"creators","Fastball Hitter","Disciplined","Magic Hands","Disciplined"
1748,"Prime Time","Mike","Napoli",2,,86,9,37,74,72,,,,33,4,7,0,1,1,,,,,,,,,4,3,21.80434989929199,"creators","Whiffer","Competitive","",""
1749,"Can O' Corns","Joe","Nathan",1,4,12,2,1,43,,92,72,61,33,20,6,0,1,1,1,1,0,0,0,1,1,0,0,3,15.219059944152832,"creators","Rally Stopper","Spirited","Clutch","Spirited"
1823,"Jomboy Media","Kerry","Wood",1,1,29,7,11,39,,74,74,9,19,,,0,1,1,1,0,0,0,0,1,1,1,0,3,28.86441421508789,"creators",,,"",""
1825,"We Got Ice","Kevin","Youkilis",5,,73,57,68,65,29,,,,23,12,10,0,1,1,,,,,,,,,4,3,38.219970703125,"creators","Big Hack","Scholarly","First Pitch Prayer","Competitive"
8215,"Can O' Corns","Jeff","Bagwell",3,,95,79,82,61,25,,,,28,3,3,0,1,1,,,,,,,,,4,3,45.835304260253906,"creators","Low Pitch","Disciplined","Big Hack","Scholarly"
